LMacro_01,LMacro_02,LMacro_03,LMacro_04,LMacro_05,LMacro_06,LMacro_07,LMacro_08,RMacro_01,RMacro_02,RMacro_03,RMacro_04,RMacro_05,RMacro_06,RMacro_07,RMacro_08
-26.221000000000004,-52.17139999999927,-43.44480000000112,8.984399999999823,24.89559999999983,26.760999999999967,27.061999999999898,32.78479999999945,7.718399999999747,0.9817999999995664,-6.214799999999968,4.226399999999558,18.731400000000576,54.448599999999715,70.30059999999867,46.23199999999997
-26.221000000000004,-52.17139999999927,-44.44480000000112,8.984399999999823,23.89559999999983,26.760999999999967,27.061999999999898,31.78479999999945,6.718399999999747,0.9817999999995664,-7.214799999999968,-11.773600000000442,17.731400000000576,54.448599999999715,69.30059999999867,46.23199999999997
-26.221000000000004,-52.17139999999927,-44.44480000000112,9.984399999999823,23.89559999999983,27.760999999999967,27.061999999999898,30.78479999999945,6.718399999999747,0.9817999999995664,-7.214799999999968,-17.773600000000442,17.731400000000576,53.448599999999715,69.30059999999867,46.23199999999997
-25.221000000000004,-51.17139999999927,-44.44480000000112,9.984399999999823,23.89559999999983,28.760999999999967,27.061999999999898,31.78479999999945,8.718399999999747,1.9817999999995664,-7.214799999999968,-22.773600000000442,17.731400000000576,53.448599999999715,69.30059999999867,47.23199999999997
-24.221000000000004,-50.17139999999927,-43.44480000000112,10.984399999999823,24.89559999999983,28.760999999999967,27.061999999999898,31.78479999999945,9.718399999999747,2.9817999999995664,-7.214799999999968,-37.77360000000044,16.731400000000576,54.448599999999715,70.30059999999867,48.23199999999997
-23.221000000000004,-49.17139999999927,-42.44480000000112,9.984399999999823,24.89559999999983,27.760999999999967,26.061999999999898,31.78479999999945,9.718399999999747,3.9817999999995664,-7.214799999999968,-64.77360000000044,17.731400000000576,55.448599999999715,71.30059999999867,48.23199999999997
-24.221000000000004,-49.17139999999927,-42.44480000000112,8.984399999999823,24.89559999999983,26.760999999999967,24.061999999999898,30.78479999999945,9.718399999999747,3.9817999999995664,-8.214799999999968,-95.77360000000044,17.731400000000576,56.448599999999715,72.30059999999867,49.23199999999997
-24.221000000000004,-49.17139999999927,-43.44480000000112,8.984399999999823,24.89559999999983,26.760999999999967,24.061999999999898,29.78479999999945,8.718399999999747,2.9817999999995664,-8.214799999999968,-116.77360000000044,17.731400000000576,56.448599999999715,72.30059999999867,49.23199999999997
-23.221000000000004,-49.17139999999927,-43.44480000000112,8.984399999999823,24.89559999999983,27.760999999999967,24.061999999999898,30.78479999999945,9.718399999999747,2.9817999999995664,-7.214799999999968,-127.77360000000044,18.731400000000576,56.448599999999715,71.30059999999867,49.23199999999997
-22.221000000000004,-48.17139999999927,-42.44480000000112,9.984399999999823,24.89559999999983,27.760999999999967,25.061999999999898,31.78479999999945,9.718399999999747,3.9817999999995664,-7.214799999999968,-133.77360000000044,18.731400000000576,56.448599999999715,71.30059999999867,49.23199999999997
-21.221000000000004,-48.17139999999927,-41.44480000000112,10.984399999999823,24.89559999999983,27.760999999999967,26.061999999999898,31.78479999999945,9.718399999999747,4.981799999999566,-8.214799999999968,-144.77360000000044,17.731400000000576,56.448599999999715,70.30059999999867,48.23199999999997
-21.221000000000004,-49.17139999999927,-41.44480000000112,10.984399999999823,24.89559999999983,26.760999999999967,25.061999999999898,29.78479999999945,8.718399999999747,4.981799999999566,-8.214799999999968,-160.77360000000044,16.731400000000576,56.448599999999715,69.30059999999867,47.23199999999997
-21.221000000000004,-49.17139999999927,-41.44480000000112,10.984399999999823,24.89559999999983,25.760999999999967,24.061999999999898,28.78479999999945,7.718399999999747,3.9817999999995664,-8.214799999999968,-176.77360000000044,16.731400000000576,55.448599999999715,69.30059999999867,46.23199999999997
-20.221000000000004,-48.17139999999927,-41.44480000000112,9.984399999999823,25.89559999999983,26.760999999999967,24.061999999999898,29.78479999999945,8.718399999999747,3.9817999999995664,-8.214799999999968,-184.77360000000044,16.731400000000576,55.448599999999715,69.30059999999867,46.23199999999997
-19.221000000000004,-47.17139999999927,-41.44480000000112,8.984399999999823,26.89559999999983,28.760999999999967,24.061999999999898,31.78479999999945,10.718399999999747,5.981799999999566,-7.214799999999968,-186.77360000000044,16.731400000000576,56.448599999999715,71.30059999999867,47.23199999999997
-18.221000000000004,-46.17139999999927,-41.44480000000112,9.984399999999823,26.89559999999983,29.760999999999967,25.061999999999898,32.78479999999945,11.718399999999747,6.981799999999566,-7.214799999999968,-187.77360000000044,16.731400000000576,57.448599999999715,72.30059999999867,47.23199999999997
-18.221000000000004,-46.17139999999927,-40.44480000000112,9.984399999999823,26.89559999999983,29.760999999999967,25.061999999999898,32.78479999999945,11.718399999999747,6.981799999999566,-8.214799999999968,-192.77360000000044,16.731400000000576,57.448599999999715,71.30059999999867,47.23199999999997
-17.221000000000004,-47.17139999999927,-40.44480000000112,9.984399999999823,25.89559999999983,27.760999999999967,24.061999999999898,30.78479999999945,10.718399999999747,5.981799999999566,-10.214799999999968,-201.77360000000044,16.731400000000576,55.448599999999715,69.30059999999867,46.23199999999997
-17.221000000000004,-48.17139999999927,-40.44480000000112,8.984399999999823,25.89559999999983,26.760999999999967,23.061999999999898,29.78479999999945,9.718399999999747,3.9817999999995664,-11.214799999999968,-210.77360000000044,15.731400000000576,54.448599999999715,67.30059999999867,45.23199999999997
-17.221000000000004,-48.17139999999927,-40.44480000000112,8.984399999999823,25.89559999999983,27.760999999999967,23.061999999999898,29.78479999999945,9.718399999999747,3.9817999999995664,-10.214799999999968,-217.77360000000044,14.731400000000576,54.448599999999715,68.30059999999867,44.23199999999997
-17.221000000000004,-47.17139999999927,-39.44480000000112,8.984399999999823,25.89559999999983,28.760999999999967,23.061999999999898,30.78479999999945,10.718399999999747,5.981799999999566,-9.214799999999968,-220.77360000000044,15.731400000000576,55.448599999999715,69.30059999999867,44.23199999999997
-17.221000000000004,-46.17139999999927,-39.44480000000112,9.984399999999823,25.89559999999983,28.760999999999967,24.061999999999898,30.78479999999945,11.718399999999747,7.981799999999566,-8.214799999999968,-221.77360000000044,16.731400000000576,56.448599999999715,70.30059999999867,44.23199999999997
-17.221000000000004,-45.17139999999927,-40.44480000000112,9.984399999999823,25.89559999999983,28.760999999999967,24.061999999999898,30.78479999999945,11.718399999999747,8.981799999999566,-8.214799999999968,-219.77360000000044,16.731400000000576,56.448599999999715,70.30059999999867,45.23199999999997
-16.221000000000004,-44.17139999999927,-40.44480000000112,10.984399999999823,26.89559999999983,28.760999999999967,24.061999999999898,31.78479999999945,11.718399999999747,8.981799999999566,-8.214799999999968,-218.77360000000044,16.731400000000576,56.448599999999715,69.30059999999867,46.23199999999997
-16.221000000000004,-43.17139999999927,-39.44480000000112,10.984399999999823,26.89559999999983,28.760999999999967,24.061999999999898,31.78479999999945,12.718399999999747,8.981799999999566,-9.214799999999968,-219.77360000000044,16.731400000000576,56.448599999999715,68.30059999999867,46.23199999999997
