LAF_1,LAF_2,LAF_3,LAF_4,LAF_5,LAF_6,LTG_01,LTG_02,LTG_03,LTG_04,LTG_05,LTG_06,LTG_07,LTG_08,LTG_09,LTG_10,LTG_11,LTG_12,LTG_13,LTG_14,LTG_15,LTG_16,LTG_17,LTG_18,LTG_19,LTG_20,LTG_21,LTG_22,LTG_23,LTG_24
71.32040000000006,114.75999999999999,112.80079999999998,1.9546000000000276,-23.189600000000155,-27.034599999999955,-166.92100000000028,-267.5095999999994,-247.21420000000035,-25.136000000000422,13.101599999999962,10.290399999999863,12.261000000000422,1.3721999999997934,-83.70960000000014,-65.83400000000074,-104.01059999999961,-51.076999999999316,17.606599999999162,34.47940000000017,14.710399999999936,-1.0400000000008731,-18.15099999999984,-11.295799999999872,-38.137800000000425,29.1937999999991,-55.71260000000075,14.46939999999995,-4.9891999999999825,-11.703799999999319
70.32040000000006,113.75999999999999,113.80079999999998,0.9546000000000276,-24.189600000000155,-28.034599999999955,-166.92100000000028,-266.5095999999994,-247.21420000000035,-26.136000000000422,13.101599999999962,10.290399999999863,13.261000000000422,2.3721999999997934,-83.70960000000014,-65.83400000000074,-104.01059999999961,-50.076999999999316,17.606599999999162,34.47940000000017,15.710399999999936,-0.040000000000873115,-18.15099999999984,-11.295799999999872,-38.137800000000425,28.1937999999991,-55.71260000000075,14.46939999999995,-3.9891999999999825,-10.703799999999319
69.32040000000006,113.75999999999999,113.80079999999998,0.9546000000000276,-25.189600000000155,-29.034599999999955,-165.92100000000028,-265.5095999999994,-246.21420000000035,-25.136000000000422,14.101599999999962,11.290399999999863,14.261000000000422,3.3721999999997934,-83.70960000000014,-66.83400000000074,-104.01059999999961,-49.076999999999316,18.606599999999162,35.47940000000017,17.710399999999936,0.9599999999991269,-18.15099999999984,-10.295799999999872,-38.137800000000425,28.1937999999991,-54.71260000000075,14.46939999999995,-2.9891999999999825,-9.703799999999319
68.32040000000006,113.75999999999999,114.80079999999998,0.9546000000000276,-24.189600000000155,-29.034599999999955,-164.92100000000028,-265.5095999999994,-245.21420000000035,-24.136000000000422,15.101599999999962,11.290399999999863,14.261000000000422,4.372199999999793,-82.70960000000014,-66.83400000000074,-103.01059999999961,-48.076999999999316,20.606599999999162,37.47940000000017,17.710399999999936,0.9599999999991269,-19.15099999999984,-10.295799999999872,-38.137800000000425,29.1937999999991,-53.71260000000075,15.46939999999995,-2.9891999999999825,-9.703799999999319
67.32040000000006,113.75999999999999,114.80079999999998,-0.04539999999997235,-25.189600000000155,-28.034599999999955,-164.92100000000028,-266.5095999999994,-244.21420000000035,-24.136000000000422,14.101599999999962,12.290399999999863,13.261000000000422,3.3721999999997934,-81.70960000000014,-65.83400000000074,-103.01059999999961,-47.076999999999316,21.606599999999162,38.47940000000017,17.710399999999936,0.9599999999991269,-19.15099999999984,-11.295799999999872,-39.137800000000425,29.1937999999991,-53.71260000000075,16.46939999999995,-2.9891999999999825,-10.703799999999319
67.32040000000006,112.75999999999999,114.80079999999998,-1.0453999999999724,-26.189600000000155,-27.034599999999955,-165.92100000000028,-266.5095999999994,-244.21420000000035,-25.136000000000422,13.101599999999962,12.290399999999863,12.261000000000422,3.3721999999997934,-82.70960000000014,-65.83400000000074,-104.01059999999961,-47.076999999999316,20.606599999999162,38.47940000000017,16.710399999999936,-1.0400000000008731,-18.15099999999984,-12.295799999999872,-40.137800000000425,29.1937999999991,-53.71260000000075,16.46939999999995,-3.9891999999999825,-11.703799999999319
67.32040000000006,111.75999999999999,115.80079999999998,-2.0453999999999724,-28.189600000000155,-27.034599999999955,-165.92100000000028,-266.5095999999994,-244.21420000000035,-26.136000000000422,13.101599999999962,13.290399999999863,12.261000000000422,2.3721999999997934,-82.70960000000014,-65.83400000000074,-104.01059999999961,-48.076999999999316,20.606599999999162,37.47940000000017,15.710399999999936,-1.0400000000008731,-17.15099999999984,-11.295799999999872,-40.137800000000425,28.1937999999991,-52.71260000000075,16.46939999999995,-3.9891999999999825,-13.703799999999319
68.32040000000006,111.75999999999999,117.80079999999998,-2.0453999999999724,-30.189600000000155,-28.034599999999955,-165.92100000000028,-265.5095999999994,-244.21420000000035,-27.136000000000422,14.101599999999962,14.290399999999863,13.261000000000422,2.3721999999997934,-82.70960000000014,-65.83400000000074,-103.01059999999961,-47.076999999999316,20.606599999999162,37.47940000000017,15.710399999999936,-2.040000000000873,-15.15099999999984,-10.295799999999872,-38.137800000000425,29.1937999999991,-52.71260000000075,16.46939999999995,-4.9891999999999825,-14.703799999999319
70.32040000000006,111.75999999999999,119.80079999999998,-2.0453999999999724,-30.189600000000155,-27.034599999999955,-163.92100000000028,-264.5095999999994,-243.21420000000035,-27.136000000000422,16.101599999999962,14.290399999999863,13.261000000000422,1.3721999999997934,-82.70960000000014,-65.83400000000074,-103.01059999999961,-46.076999999999316,20.606599999999162,36.47940000000017,16.710399999999936,-2.040000000000873,-15.15099999999984,-10.295799999999872,-36.137800000000425,30.1937999999991,-51.71260000000075,17.46939999999995,-4.9891999999999825,-14.703799999999319
70.32040000000006,112.75999999999999,121.80079999999998,-1.0453999999999724,-30.189600000000155,-26.034599999999955,-162.92100000000028,-263.5095999999994,-243.21420000000035,-26.136000000000422,17.101599999999962,13.290399999999863,14.261000000000422,1.3721999999997934,-80.70960000000014,-64.83400000000074,-103.01059999999961,-44.076999999999316,22.606599999999162,37.47940000000017,17.710399999999936,-1.0400000000008731,-15.15099999999984,-9.295799999999872,-35.137800000000425,31.1937999999991,-51.71260000000075,18.46939999999995,-4.9891999999999825,-13.703799999999319
70.32040000000006,113.75999999999999,122.80079999999998,-2.0453999999999724,-31.189600000000155,-24.034599999999955,-161.92100000000028,-263.5095999999994,-243.21420000000035,-26.136000000000422,17.101599999999962,13.290399999999863,14.261000000000422,1.3721999999997934,-78.70960000000014,-62.83400000000074,-103.01059999999961,-44.076999999999316,23.606599999999162,38.47940000000017,17.710399999999936,-1.0400000000008731,-15.15099999999984,-9.295799999999872,-36.137800000000425,32.1937999999991,-51.71260000000075,18.46939999999995,-4.9891999999999825,-12.703799999999319
70.32040000000006,114.75999999999999,123.80079999999998,-2.0453999999999724,-31.189600000000155,-23.034599999999955,-161.92100000000028,-263.5095999999994,-243.21420000000035,-26.136000000000422,18.101599999999962,13.290399999999863,13.261000000000422,1.3721999999997934,-77.70960000000014,-62.83400000000074,-103.01059999999961,-44.076999999999316,23.606599999999162,39.47940000000017,17.710399999999936,-1.0400000000008731,-14.15099999999984,-8.295799999999872,-37.137800000000425,32.1937999999991,-51.71260000000075,18.46939999999995,-4.9891999999999825,-11.703799999999319
70.32040000000006,114.75999999999999,125.80079999999998,-4.045399999999972,-32.189600000000155,-23.034599999999955,-161.92100000000028,-263.5095999999994,-242.21420000000035,-27.136000000000422,19.101599999999962,13.290399999999863,13.261000000000422,1.3721999999997934,-77.70960000000014,-62.83400000000074,-103.01059999999961,-44.076999999999316,23.606599999999162,40.47940000000017,17.710399999999936,-1.0400000000008731,-13.15099999999984,-7.295799999999872,-37.137800000000425,31.1937999999991,-50.71260000000075,17.46939999999995,-3.9891999999999825,-12.703799999999319
70.32040000000006,113.75999999999999,126.80079999999998,-5.045399999999972,-32.189600000000155,-23.034599999999955,-161.92100000000028,-262.5095999999994,-242.21420000000035,-27.136000000000422,20.101599999999962,14.290399999999863,13.261000000000422,1.3721999999997934,-77.70960000000014,-64.83400000000074,-102.01059999999961,-44.076999999999316,23.606599999999162,40.47940000000017,17.710399999999936,-0.040000000000873115,-13.15099999999984,-7.295799999999872,-37.137800000000425,30.1937999999991,-50.71260000000075,17.46939999999995,-2.9891999999999825,-12.703799999999319
71.32040000000006,112.75999999999999,127.80079999999998,-7.045399999999972,-33.189600000000155,-23.034599999999955,-161.92100000000028,-263.5095999999994,-243.21420000000035,-28.136000000000422,20.101599999999962,13.290399999999863,13.261000000000422,0.37219999999979336,-79.70960000000014,-65.83400000000074,-102.01059999999961,-43.076999999999316,22.606599999999162,40.47940000000017,17.710399999999936,-0.040000000000873115,-15.15099999999984,-8.295799999999872,-38.137800000000425,29.1937999999991,-50.71260000000075,17.46939999999995,-3.9891999999999825,-13.703799999999319
71.32040000000006,112.75999999999999,127.80079999999998,-9.045399999999972,-34.189600000000155,-23.034599999999955,-162.92100000000028,-263.5095999999994,-244.21420000000035,-28.136000000000422,20.101599999999962,11.290399999999863,13.261000000000422,-0.6278000000002066,-80.70960000000014,-65.83400000000074,-102.01059999999961,-42.076999999999316,22.606599999999162,39.47940000000017,16.710399999999936,-1.0400000000008731,-16.15099999999984,-10.295799999999872,-38.137800000000425,28.1937999999991,-51.71260000000075,16.46939999999995,-5.9891999999999825,-13.703799999999319
71.32040000000006,112.75999999999999,127.80079999999998,-10.045399999999972,-35.189600000000155,-23.034599999999955,-163.92100000000028,-264.5095999999994,-245.21420000000035,-29.136000000000422,19.101599999999962,11.290399999999863,14.261000000000422,-0.6278000000002066,-81.70960000000014,-64.83400000000074,-103.01059999999961,-42.076999999999316,21.606599999999162,40.47940000000017,16.710399999999936,-2.040000000000873,-17.15099999999984,-11.295799999999872,-39.137800000000425,28.1937999999991,-51.71260000000075,16.46939999999995,-7.9891999999999825,-13.703799999999319
70.32040000000006,113.75999999999999,127.80079999999998,-10.045399999999972,-36.189600000000155,-22.034599999999955,-164.92100000000028,-264.5095999999994,-244.21420000000035,-31.136000000000422,19.101599999999962,11.290399999999863,15.261000000000422,-0.6278000000002066,-81.70960000000014,-64.83400000000074,-104.01059999999961,-41.076999999999316,22.606599999999162,41.47940000000017,16.710399999999936,-2.040000000000873,-16.15099999999984,-12.295799999999872,-39.137800000000425,29.1937999999991,-51.71260000000075,17.46939999999995,-7.9891999999999825,-12.703799999999319
69.32040000000006,113.75999999999999,128.80079999999998,-11.045399999999972,-37.189600000000155,-22.034599999999955,-164.92100000000028,-264.5095999999994,-244.21420000000035,-33.13600000000042,20.101599999999962,12.290399999999863,15.261000000000422,0.37219999999979336,-80.70960000000014,-64.83400000000074,-104.01059999999961,-41.076999999999316,22.606599999999162,42.47940000000017,17.710399999999936,-1.0400000000008731,-15.15099999999984,-11.295799999999872,-39.137800000000425,28.1937999999991,-51.71260000000075,18.46939999999995,-5.9891999999999825,-12.703799999999319
69.32040000000006,113.75999999999999,128.80079999999998,-13.045399999999972,-39.189600000000155,-22.034599999999955,-164.92100000000028,-262.5095999999994,-243.21420000000035,-34.13600000000042,21.101599999999962,13.290399999999863,14.261000000000422,1.3721999999997934,-79.70960000000014,-64.83400000000074,-103.01059999999961,-40.076999999999316,22.606599999999162,42.47940000000017,17.710399999999936,-0.040000000000873115,-14.15099999999984,-11.295799999999872,-39.137800000000425,27.1937999999991,-50.71260000000075,18.46939999999995,-3.9891999999999825,-13.703799999999319
