RIS_1,RIS_2,RIS_3,RIS_4,RIS_5,RIS_6,RIS_7,RIS_8,RPD_1,RPD_2,RPD_3,RPD_4,RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,RSS_7,RSS_8,RTG_01,RTG_02,RTG_03,RTG_04,RTG_05,RTG_06,RTG_07,RTG_08,RTG_09,RTG_10,RTG_11,RTG_12,RTG_13,RTG_14,RTG_15,RTG_16
28.16599999999744,-52.741399999998976,-89.0685999999987,60.33320000000094,22.900800000003073,39.63579999999638,72.08060000000114,-216.27060000000347,8.126400000001013,-49.71779999999853,-65.18299999999726,-71.81620000000112,-10.072399999997288,61.56380000000354,167.25400000000081,-122.0512000000017,67.017399999997,102.88960000000225,255.25160000000324,81.84619999999995,49.68260000000009,-367.84040000000095,3.135600000001432,-19.46979999999894,47.62299999999959,137.48760000000038,204.13319999999658,121.607600000003,70.89059999999881,85.79679999999644,165.9262000000017,171.38999999999942,14.184000000001106,40.61220000000321,84.02079999999842,105.56059999999707
26.16599999999744,-54.741399999998976,-91.0685999999987,58.33320000000094,21.900800000003073,38.63579999999638,70.08060000000114,-217.27060000000347,7.126400000001013,-49.71779999999853,-67.18299999999726,-73.81620000000112,-12.072399999997288,58.56380000000354,166.25400000000081,-124.0512000000017,66.017399999997,99.88960000000225,253.25160000000324,78.84619999999995,46.68260000000009,-370.84040000000095,2.135600000001432,-21.46979999999894,46.62299999999959,136.48760000000038,203.13319999999658,119.607600000003,68.89059999999881,83.79679999999644,164.9262000000017,169.38999999999942,13.184000000001106,38.61220000000321,83.02079999999842,103.56059999999707
26.16599999999744,-55.741399999998976,-93.0685999999987,59.33320000000094,20.900800000003073,39.63579999999638,71.08060000000114,-216.27060000000347,7.126400000001013,-48.71779999999853,-68.18299999999726,-71.81620000000112,-12.072399999997288,55.56380000000354,167.25400000000081,-124.0512000000017,66.017399999997,98.88960000000225,253.25160000000324,77.84619999999995,40.68260000000009,-371.84040000000095,2.135600000001432,-22.46979999999894,46.62299999999959,136.48760000000038,204.13319999999658,117.607600000003,68.89059999999881,82.79679999999644,165.9262000000017,169.38999999999942,13.184000000001106,39.61220000000321,82.02079999999842,103.56059999999707
27.16599999999744,-54.741399999998976,-93.0685999999987,61.33320000000094,23.900800000003073,41.63579999999638,73.08060000000114,-213.27060000000347,10.126400000001013,-46.71779999999853,-66.18299999999726,-67.81620000000112,-11.072399999997288,56.56380000000354,170.25400000000081,-121.0512000000017,69.017399999997,99.88960000000225,257.25160000000324,78.84619999999995,38.68260000000009,-369.84040000000095,5.135600000001432,-19.46979999999894,49.62299999999959,138.48760000000038,206.13319999999658,119.607600000003,71.89059999999881,84.79679999999644,167.9262000000017,172.38999999999942,15.184000000001106,42.61220000000321,85.02079999999842,106.56059999999707
33.16599999999744,-48.741399999998976,-89.0685999999987,68.33320000000094,29.900800000003073,48.63579999999638,80.08060000000114,-205.27060000000347,17.126400000001013,-39.71779999999853,-59.182999999997264,-60.81620000000112,-7.0723999999972875,59.56380000000354,176.25400000000081,-114.0512000000017,76.017399999997,105.88960000000225,263.25160000000324,84.84619999999995,42.68260000000009,-362.84040000000095,12.135600000001432,-11.46979999999894,56.62299999999959,144.48760000000038,213.13319999999658,124.607600000003,77.89059999999881,91.79679999999644,173.9262000000017,179.38999999999942,21.184000000001106,48.61220000000321,92.02079999999842,113.56059999999707
40.16599999999744,-42.741399999998976,-84.0685999999987,73.33320000000094,35.90080000000307,54.63579999999638,86.08060000000114,-199.27060000000347,22.126400000001013,-33.71779999999853,-52.182999999997264,-54.81620000000112,-2.0723999999972875,63.56380000000354,181.25400000000081,-107.0512000000017,81.017399999997,111.88960000000225,268.25160000000324,87.84619999999995,49.68260000000009,-355.84040000000095,18.135600000001432,-4.469799999998941,62.62299999999959,150.48760000000038,219.13319999999658,129.607600000003,82.89059999999881,97.79679999999644,178.9262000000017,185.38999999999942,26.184000000001106,54.61220000000321,98.02079999999842,120.56059999999707
45.16599999999744,-37.741399999998976,-79.0685999999987,79.33320000000094,41.90080000000307,60.63579999999638,92.08060000000114,-194.27060000000347,28.126400000001013,-28.717799999998533,-47.182999999997264,-50.81620000000112,2.9276000000027125,68.56380000000354,185.25400000000081,-102.0512000000017,86.017399999997,116.88960000000225,272.25160000000324,91.84619999999995,58.68260000000009,-350.84040000000095,24.135600000001432,1.5302000000010594,67.62299999999959,155.48760000000038,224.13319999999658,134.607600000003,87.89059999999881,104.79679999999644,183.9262000000017,190.38999999999942,31.184000000001106,58.61220000000321,103.02079999999842,125.56059999999707
50.16599999999744,-33.741399999998976,-74.0685999999987,84.33320000000094,47.90080000000307,66.63579999999638,98.08060000000114,-189.27060000000347,32.12640000000101,-23.717799999998533,-43.182999999997264,-46.81620000000112,7.9276000000027125,72.56380000000354,190.25400000000081,-97.0512000000017,89.017399999997,121.88960000000225,276.25160000000324,93.84619999999995,66.6826000000001,-346.84040000000095,29.135600000001432,6.530200000001059,72.62299999999959,159.48760000000038,229.13319999999658,139.607600000003,91.89059999999881,109.79679999999644,189.9262000000017,194.38999999999942,37.184000000001106,62.61220000000321,107.02079999999842,130.56059999999707
50.16599999999744,-32.741399999998976,-73.0685999999987,86.33320000000094,49.90080000000307,69.63579999999638,100.08060000000114,-187.27060000000347,33.12640000000101,-21.717799999998533,-43.182999999997264,-44.81620000000112,7.9276000000027125,73.56380000000354,191.25400000000081,-96.0512000000017,89.017399999997,122.88960000000225,277.25160000000324,94.84619999999995,67.6826000000001,-346.84040000000095,31.135600000001432,7.530200000001059,73.62299999999959,160.48760000000038,231.13319999999658,141.607600000003,93.89059999999881,110.79679999999644,191.9262000000017,195.38999999999942,39.184000000001106,64.61220000000321,108.02079999999842,131.56059999999707
48.16599999999744,-33.741399999998976,-75.0685999999987,87.33320000000094,50.90080000000307,70.63579999999638,99.08060000000114,-185.27060000000347,34.12640000000101,-19.717799999998533,-43.182999999997264,-43.81620000000112,5.9276000000027125,72.56380000000354,190.25400000000081,-96.0512000000017,89.017399999997,121.88960000000225,278.25160000000324,94.84619999999995,64.6826000000001,-346.84040000000095,31.135600000001432,8.53020000000106,74.62299999999959,161.48760000000038,231.13319999999658,141.607600000003,94.89059999999881,109.79679999999644,191.9262000000017,195.38999999999942,40.184000000001106,64.61220000000321,109.02079999999842,131.56059999999707
